b1,b2,b3,rho,eta,N,mu_EI,mu_IR,k,loglik,loglik.se
29.335471821649467,102.01208967399376,50.549406083965145,0.814164101608101,0.08959009897629037,34530000,1,1.5,10,-10001153453.592463,7450.5854948043825
38.045545127845976,29.303540450727134,48.298749971714926,0.44198807660505274,0.03696627487696875,34530000,1,1.5,10,-10012176997.105255,332992789897.48755
5.001020380511981,14.932613933835803,28.60798604356245,0.3965262081724385,0.2857936474881828,34530000,1,1.5,10,-170001894844.8831,8999731117.823345
8.279588127236119,37.962609119693255,11.568625490420063,0.6550741405798589,0.27441553889414533,34530000,1,1.5,10,-180000715357.6164,17999770259.606422
6.7357664718822585,22.490495630180373,40.64044469167578,0.6863365742863846,0.20063597725314775,34530000,1,1.5,10,-200001526929.8818,26999502528.37346
7.979370228954194,35.732514171573854,56.17023119979328,0.636022696900004,0.24928938148285687,34530000,1,1.5,10,-270002337943.77518,17999597515.52535
20.175087468679166,10.231844822827997,181.74564366753904,0.846585903996639,0.08615872084770744,34530000,1,1.5,10,-300001620687.1986,17999788719.09177
3.4771542800760407,10.897592051207559,117.29360246758442,0.8343109440074047,0.4578045186412363,34530000,1,1.5,10,-330001195127.12946,33427.548248291016
2.442928501304481,15.841339613248525,55.242190486384644,0.8169928490345909,0.5382874781558729,34530000,1,1.5,10,-330001441619.9531,8999920343.451872
3.8684122833019448,30.443477759670873,32.36869090386048,0.7214851953076756,0.3165832643033697,34530000,1,1.5,10,-330001925151.6711,305999553957.32434
2.5121153678319414,12.428855804593573,50.03237969052592,0.5785992769572348,0.6145565265964381,34530000,1,1.5,10,-340001007689.50183,217635.92006835938
2.516507840193351,21.550792816449935,13.727098725873235,0.7645622907006638,0.567766803923163,34530000,1,1.5,10,-340001109614.25757,8999934846.213976
4.418551325089579,36.09127154032482,30.546523877169967,0.925836088569606,0.2692019110117303,34530000,1,1.5,10,-350001829544.27045,269999427749.22296
6.092389697926064,57.643013610624735,32.26131130714731,0.7810228955553099,0.22334167212850678,34530000,1,1.5,10,-350001946725.0454,8999425608.215956
1.84273488253357,22.758395610886275,58.709994264011776,0.9039956389641586,0.721574109411552,34530000,1,1.5,10,-360001399471.85095,8999678888.804552
7.740352026847821,31.63561913797351,63.33145296903719,0.8927710743919965,0.22288958507952056,34530000,1,1.5,10,-370001357807.8918,8999580360.93805
1.525435723462442,32.60355031283655,24.83743362384976,0.789494015443835,0.8151644061487355,34530000,1,1.5,10,-370001793510.38586,422583.44348144525
2.3968420325249276,11.609711126701358,45.63922924862555,0.6261654726703424,0.6923629658942548,34530000,1,1.5,10,-380000894393.1425,5143.431500244141
1.8750526456930574,40.08277859843691,65.7810768018521,0.8161429195493188,0.7331632609389267,34530000,1,1.5,10,-380000922571.84064,74481.50599365233
11.53169396719627,58.34337299668456,11.708915858374162,0.9092713228100866,0.15298117169464914,34530000,1,1.5,10,-380000961606.10956,1853.346478271485
2.0737987059840557,53.14378131275324,15.815789280185745,0.7465409210452182,0.6390536028136166,34530000,1,1.5,10,-380001095270.9336,289260.8551208496
6.578822312873919,33.25368272389296,29.355029429597753,0.8263400527914171,0.26373485169113503,34530000,1,1.5,10,-380001229803.1126,8999442984.63642
2.000556209622818,67.11371778352337,6.202105499294821,0.5008831564236026,0.6735893197050773,34530000,1,1.5,10,-380001630203.68097,97321.51016235352
1.5878362939672177,63.86676358190102,28.558997273839708,0.688728351419261,0.8394778888220136,34530000,1,1.5,10,-380001770484.4543,8999644981.62854
2.034466579488751,155.22673993986206,42.81482557560223,0.34086621678700396,0.6837092965011765,34530000,1,1.5,10,-390001375210.8394,8999621202.388678
2.971380106275025,16.790335781911278,39.23707196704182,0.9475069893763047,0.5854455753726507,34530000,1,1.5,10,-400000329779.62006,30119.391870117186
1.7100609034682257,33.47579432362374,17.51277075467476,0.2593111628907187,0.9583148597137576,34530000,1,1.5,10,-400000601478.094,96862.86145019533
13.20259144333816,80.44048186636569,93.87422276865665,0.8060748854256299,0.13152845697868962,34530000,1,1.5,10,-410000634323.49493,38535.93489990234
2.212489023052396,6.45082118161271,119.92479943151275,0.9581681305052183,0.8619362298466589,34530000,1,1.5,10,-420000228086.49255,14733.39215698242
2.258586322333583,110.07745537486606,17.0463433290272,0.556511373061556,0.8704064830902745,34530000,1,1.5,10,-420000243400.5153,30856.762463378902
2.2342185377438475,20.647502089521872,23.12764467973834,0.9249048246544823,0.5204003617177713,34530000,1,1.5,10,-610001442236.8711,116999430007.81036
1.3675572079246614,61.15746391375028,13.388061472422063,0.4457101853376649,0.8616427013639709,34530000,1,1.5,10,-610001735676.7401,9000159433.47158
1.5119925985019156,87.58110510979772,24.64450975196786,0.6609766654811753,0.7311232450895697,34530000,1,1.5,10,-670001510234.6809,80999471013.89963
1.491776592633685,7.7330740791196275,47.92815957288511,0.8868725475542674,0.7062019767184642,34530000,1,1.5,10,-720000838471.89,71999989722.34398
60.24842286789308,77.69696206785648,94.28474645654815,0.671791200832723,0.017371261756156,34530000,1,1.5,10,-720001450572.951,125998958431.67155
99.11279240125032,6.954215701144945,2.303811656907933,0.8856705331118978,0.03667914983416653,34530000,1,1.5,10,-780000248353.8524,88632.6615966797
1.394236007007268,12.04006594051356,53.71304420146627,0.590402482871362,0.70856974580965,34530000,1,1.5,10,-780000988022.5232,134999164103.66882
244.56695417006634,65.10853417104966,31.2953150785082,0.35403553011702105,0.004249538453968984,34530000,1,1.5,10,-820000800556.7994,35999687522.6778
1.3823810783190478,59.41351549525625,57.178651269899255,0.96296125953477,0.5769477163952504,34530000,1,1.5,10,-850000390140.8591,26999802846.229836
3.817354751307872,78.31042457891594,21.99104196524514,0.9556782097570254,0.24859019101767837,34530000,1,1.5,10,-910000077709.5105,17999982795.74095
